order_id,order_date,customer_id,total_price,order_item_id,product_id,quantity,price_at_purchase,name
7249,2023-12-10,9127,335.38,31,1983,1,333.81,John Dennis
9279,2024-04-26,995,241.51,32,1014,1,241.51,James Anderson
6558,2024-09-04,1399,403.95,33,1319,1,316.05,James Ralph
5292,2024-08-03,1259,123.95,34,1378,1,123.95,James Ralph
7221,2024-10-19,6466,782.15,35,1157,1,782.15,Mary Grace
8357,2023-11-05,4733,206.41,36,925,1,206.41,Mary Samuel
14041,2024-05-10,7404,459.13,37,1153,1,459.13,Mary Natalie
4657,2024-07-25,9938,423.73,38,1471,1,423.73,John Amy
100,2024-01-11,3089,111.23,39,480,1,111.23,James Rodriguez
1802,2024-08-31,9808,677.87,40,1338,1,677.87,John Davis
7789,2023-12-03,8797,465.42,41,375,1,465.42,John Lawrence
3325,2024-09-04,4478,475.69,42,1920,1,475.69,Mary Amy
2843,2023-12-26,6169,432.37,43,879,1,432.37,Mary Rodriguez
6400,2024-03-31,8109,1023.85,44,182,1,947.32,Mary Adam
11500,2024-09-15,7978,675.62,45,51,1,675.62,Mary Amy
6897,2024-07-12,6618,516.94,46,1104,1,516.94,Mary Maria
12382,2024-08-29,830,758.96,47,1785,1,758.96,James Abigail
9976,2024-10-20,4348,148.35,48,1528,1,148.35,Mary Davis
1809,2024-01-07,7424,758.25,49,173,1,628.97,Mary Brown
5957,2023-12-30,8681,693.67,50,526,1,693.67,John Smith
8450,2024-06-18,3575,721.84,51,550,1,721.84,James Jones
14945,2024-06-14,9522,954.23,52,629,1,954.23,John Johnson
6813,2024-09-06,4759,913.78,53,904,1,913.78,Mary Ralph
12604,2024-10-23,7420,507.40,54,1389,1,507.40,Mary Cynthia
1022,2024-06-07,7073,766.87,55,813,1,766.87,Mary Williams
8662,2023-12-17,6109,155.60,56,717,1,122.74,Mary Jackson
14583,2024-01-23,6765,351.54,57,438,1,347.43,Mary Frank
5606,2024-06-22,3811,314.02,58,366,1,314.02,James Walter
6255,2023-11-29,1128,54.94,59,1418,1,26.88,James Davis
14711,2023-12-26,275,394.39,60,1347,1,394.39,James Terry
9825,2024-10-19,3495,630.44,61,1479,1,630.44,James Terry
10666,2024-03-11,7865,386.69,62,1067,1,386.69,Mary Scott
14204,2024-05-01,5856,405.54,63,1242,1,405.54,Mary Sophia
4433,2024-08-01,441,127.98,64,875,1,127.98,James Peter
4050,2024-02-25,6506,963.11,65,1817,1,882.23,Mary Jane
99,2024-07-09,7243,826.56,66,202,1,826.56,Mary Patrick
8827,2024-10-04,8235,422.47,67,659,1,422.47,Mary Frank
7711,2023-11-29,6070,68.85,68,912,1,68.10,Mary Ruth
1036,2024-07-31,544,854.47,69,468,1,854.47,James Natalie
7864,2023-11-12,172,355.01,70,995,1,266.78,James Rose
2235,2024-01-13,4602,763.99,71,1161,1,724.13,Mary Diana
12274,2024-08-18,2535,730.52,72,463,1,730.52,James Anderson
12288,2023-12-05,1688,612.09,73,930,1,612.09,James Davis
9367,2024-03-21,9622,513.66,74,429,1,508.83,John Rose
4712,2024-03-30,1911,850.01,75,66,1,850.01,James Peter
9791,2024-09-10,1203,867.92,76,1665,1,867.92,James Gonzalez
1424,2024-03-05,4552,52.13,77,48,1,52.13,Mary Johnson
7265,2024-10-18,3856,269.39,78,431,1,204.65,James Garcia
12572,2023-12-24,8606,762.91,79,309,1,762.91,John Jane
1248,2023-11-27,7067,41.84,80,1351,1,41.84,Mary Wayne
8986,2024-06-06,7,354.92,81,787,1,354.92,James Miller
9748,2023-11-23,2944,979.77,82,1658,1,979.77,James Brown
13222,2024-09-30,57,871.23,83,1633,1,871.23,James Bruce
11479,2024-08-31,9043,1000.18,84,632,1,990.41,John Gonzalez
1220,2024-06-17,5689,972.08,85,527,1,962.88,Mary Jackson
3619,2024-08-19,389,54.56,86,1935,1,54.56,James Harold
9813,2024-10-18,6341,51.47,87,1050,1,51.47,Mary Alexander
14800,2024-01-02,1624,750.93,88,1183,1,728.79,James Wilson
12770,2024-06-06,8537,456.70,89,1085,1,456.70,John Wayne
11725,2024-06-07,7431,647.10,90,498,1,638.45,Mary Hernandez
14675,2024-04-20,9075,327.77,91,858,1,327.77,John Frank
13133,2024-02-16,6805,912.58,92,1025,1,912.58,Mary Anderson
358,2024-05-23,2000,189.93,93,503,1,189.93,James Nicole
2244,2024-05-19,9513,654.15,94,1896,1,654.15,John Keith
9399,2024-08-12,4087,693.05,95,1435,1,693.05,James Dennis
12581,2024-08-24,9122,733.98,96,575,1,733.15,John Victoria
8097,2024-10-18,5140,935.29,97,1261,1,935.29,Mary Anna
12011,2023-12-26,7178,836.12,98,1424,1,836.12,Mary Maria
12422,2024-02-04,8722,702.23,99,451,1,693.48,John Megan
1504,2024-09-29,9952,695.96,100,176,1,695.96,John Lopez
12747,2024-06-14,7160,274.48,101,847,1,274.48,Mary Martin
8445,2023-12-12,9141,58.58,102,1263,1,58.58,John Alexander
2111,2023-11-10,5048,463.70,103,1812,1,463.70,Mary Davis
163,2024-08-16,207,281.22,104,136,1,281.22,James Wayne
4385,2024-09-11,4432,564.88,105,1028,1,564.88,Mary Victoria
2233,2023-11-19,1341,366.11,106,1851,1,366.11,James Hernandez
6485,2024-08-28,79,401.46,107,347,1,369.88,James Rodriguez
10186,2023-12-07,9743,56.61,108,654,1,54.80,John Gonzalez
3986,2023-12-10,9001,791.36,109,783,1,791.36,John Alexander
11881,2024-01-25,3860,331.96,110,1753,1,331.96,James Martinez
4822,2024-10-13,6904,723.95,111,292,1,694.77,Mary Dorothy
399,2024-08-18,5370,1038.34,112,496,1,974.74,Mary Ruth
7464,2024-05-01,2761,623.70,113,707,1,623.70,James Walter
4310,2024-04-24,7667,554.63,114,1709,1,554.63,Mary Douglas
6345,2024-07-19,9492,126.97,115,1104,1,126.97,John Megan
14853,2024-05-16,6870,989.39,116,323,1,980.15,Mary Martinez
5053,2024-02-26,7324,192.11,117,1388,1,124.88,Mary Dorothy
8658,2024-01-22,8904,83.90,118,1239,1,45.18,John Wilson
14941,2024-01-19,4223,405.58,119,605,1,405.58,Mary Raymond
11852,2024-06-19,3273,702.11,120,1662,1,696.82,James Roger
6719,2024-09-01,295,346.80,121,38,1,316.80,James Anderson
8836,2024-03-24,8402,1041.77,122,267,1,913.09,John Johnson
1442,2024-10-31,310,597.64,123,809,1,597.64,James Anna
110,2024-03-26,1052,439.18,124,559,1,439.18,James Johnson
7440,2024-03-14,8138,170.56,125,1665,1,170.56,Mary Moore
10364,2024-07-21,6951,646.55,126,688,1,646.55,Mary Peter
805,2024-05-15,8036,902.78,127,1786,1,902.78,Mary Virginia
10816,2024-08-06,6084,213.19,128,1997,1,213.19,Mary Isabella
12195,2024-06-20,2995,108.56,129,1826,1,108.56,James Benjamin
25,2024-06-02,4363,743.49,130,243,1,660.06,Mary Raymond
7022,2024-10-04,998,921.78,131,566,1,921.78,James Moore
11203,2024-04-14,9050,1039.64,132,1457,1,962.27,John Martin
10404,2024-03-06,5356,283.22,133,1320,1,283.22,Mary Christina
12598,2024-08-31,4258,67.79,134,120,1,67.79,Mary Madison
14612,2024-11-03,8720,785.89,135,1020,1,785.89,John Nicole
8811,2024-05-27,1097,326.87,136,383,1,326.87,James Lawrence
11165,2024-06-12,7748,681.06,137,1023,1,681.06,Mary Alice
8843,2024-05-16,8400,751.15,138,1435,1,751.15,John Cynthia
13540,2024-05-17,9881,625.83,139,453,1,625.83,John Hernandez
1519,2023-12-05,9821,991.71,140,29,1,991.71,John Peter
11963,2024-06-01,5470,20.95,141,685,1,20.95,Mary Martinez
9297,2023-12-19,6251,762.83,142,1367,1,723.73,Mary Peter
4795,2023-11-19,3559,419.09,143,505,1,419.09,James Adam
2743,2024-10-15,3906,388.10,144,564,1,383.03,James Virginia
758,2023-11-09,1922,537.50,145,913,1,462.32,James Rose
619,2024-05-17,1264,711.02,146,863,1,711.02,James Brown
1895,2024-08-19,2672,525.43,147,1818,1,521.09,James Lopez
1863,2024-05-26,5094,690.08,148,65,1,690.08,Mary Natalie
1971,2024-07-10,5853,855.64,149,679,1,855.64,Mary Samuel
14965,2023-12-01,2213,668.39,150,990,1,668.39,James Samuel
13203,2024-10-01,5168,602.93,151,414,1,601.91,Mary Madison
3237,2024-10-09,1842,298.97,152,1087,1,275.23,James Victoria
4317,2024-04-14,6220,750.78,153,995,1,750.78,Mary Abigail
6200,2024-09-14,2890,293.26,154,736,1,260.74,James Martin
2060,2024-05-12,6976,336.60,155,1164,1,332.39,Mary Sophia
5192,2024-03-13,1300,390.76,156,230,1,390.76,James Nicole
2456,2024-09-28,5090,595.68,157,664,1,595.68,Mary Ruth
9613,2024-10-14,1373,981.55,158,131,1,978.68,James Samuel
4936,2024-04-25,8686,672.59,159,1022,1,672.59,John Garcia
9314,2024-02-21,9893,210.36,160,997,1,210.36,John Raymond
3024,2024-08-07,8657,828.39,161,730,1,828.39,John Lawrence
11719,2024-08-30,1146,307.32,162,856,1,307.32,James Grace
4994,2024-07-17,397,828.74,163,1519,1,795.20,James Lawrence
3118,2024-05-28,4393,92.90,164,718,1,92.90,Mary Roger
12642,2024-05-19,6819,189.30,165,1231,1,189.30,Mary Gregory
4403,2024-01-20,6152,307.27,166,1356,1,307.27,Mary Lauren
11452,2024-04-05,5710,812.23,167,611,1,811.09,Mary Nicole
13117,2024-03-11,2337,284.83,168,1496,1,215.26,James Dennis
14701,2024-07-20,2415,791.33,169,1302,1,729.98,James Henry
4496,2024-01-06,1376,735.08,170,1364,1,735.08,James Sophia
801,2024-06-26,7660,288.47,171,1092,1,288.47,Mary Anna
12529,2023-12-20,4795,33.26,172,594,1,33.26,Mary Henry
13304,2024-02-07,5944,487.73,173,55,1,487.73,Mary Isabella
10920,2024-10-27,8778,305.31,174,1465,1,173.15,John Evelyn
14837,2024-08-20,3253,928.09,175,1361,1,928.09,James Patrick
5482,2023-11-14,3546,685.78,176,594,1,685.78,James Sophia
6076,2024-04-14,562,161.90,177,529,1,94.58,James Johnson
12167,2024-08-08,8823,228.54,178,1319,1,228.54,John Williams
8749,2023-11-14,1507,691.12,179,1042,1,627.19,James Douglas
12848,2023-11-14,5591,944.88,180,1407,1,944.88,Mary Gerald
6606,2024-04-15,8536,386.82,181,963,1,386.82,John Jane
1341,2024-06-05,7769,249.05,182,147,1,225.59,Mary Ralph
9355,2023-12-24,9995,166.22,183,605,1,166.22,John Benjamin
3934,2024-03-11,3940,244.99,184,516,1,237.73,James Martin
12220,2024-07-17,981,602.72,185,177,1,538.82,James Smith
5135,2023-11-20,6566,464.03,186,89,1,464.03,Mary Virginia
5962,2024-05-28,5113,136.80,187,162,1,101.76,Mary Williams
6520,2024-04-28,2911,923.96,188,1811,1,918.30,James Alexander
8385,2023-11-13,9002,774.80,189,1941,1,746.88,John Megan
7319,2024-09-30,1917,748.08,190,659,1,748.08,James Dennis
14502,2024-03-16,6028,609.37,191,5,1,548.83,Mary Davis
14058,2024-04-05,9851,974.41,192,1387,1,974.41,John Philip
10023,2024-10-29,5735,415.52,193,652,1,338.36,Mary Terry
11820,2024-09-20,6979,158.26,194,1422,1,158.26,Mary Arthur
4599,2024-07-09,6552,791.07,195,648,1,791.07,Mary Megan
6660,2024-06-20,529,519.85,196,1033,1,480.41,James Harold
5814,2024-01-25,623,458.23,197,1024,1,458.23,James Keith
13995,2024-04-01,9198,110.03,198,854,1,110.03,John Evelyn
2339,2024-03-22,9564,879.59,199,566,1,879.59,John Dorothy
327,2024-02-08,2286,622.32,200,1130,1,622.32,James Sophia
3134,2024-09-03,1654,971.61,201,832,1,971.61,James Dorothy
2034,2024-10-03,1954,452.92,202,434,1,416.78,James Isabella
7228,2024-01-15,3086,723.82,203,589,1,723.82,James Garcia
3777,2024-09-24,9994,244.16,204,1103,1,169.40,John Natalie
14350,2024-04-03,9389,139.79,205,1425,1,139.79,John Rodriguez
5177,2024-01-28,3480,873.10,206,1182,1,873.10,James Ruth
7399,2024-07-31,5426,35.16,207,1680,1,35.16,Mary Christina
2311,2024-09-08,3405,644.95,208,364,1,644.95,James Frank
3801,2024-01-18,9064,981.33,209,577,1,980.20,John Judith
3794,2024-06-04,1047,793.91,210,1153,1,793.91,James Wayne
2973,2024-04-05,9587,439.50,211,383,1,439.50,John Wayne
7615,2024-04-30,5829,644.44,212,909,1,616.84,Mary Jackson
11586,2024-04-12,5367,482.08,213,1980,1,482.08,Mary Lawrence
5848,2024-07-08,1312,710.99,214,762,1,710.99,James Diana
1204,2024-03-03,7975,762.11,215,1696,1,762.11,Mary Terry
10284,2024-10-09,1889,845.49,216,1619,1,845.49,James Ralph
10102,2024-10-18,4846,714.15,217,1005,1,714.15,Mary Thomas
9614,2023-12-28,9646,938.34,218,402,1,938.34,John Virginia
11784,2024-05-26,6858,268.39,219,489,1,191.38,Mary Amy
7853,2024-03-28,8814,80.33,220,1350,1,80.33,John Isabella
11068,2024-03-04,2748,871.94,221,120,1,871.94,James Moore
962,2024-07-09,8539,673.68,222,470,1,673.68,John Ralph
8727,2023-11-30,6452,458.62,223,1022,1,458.62,Mary Lopez
12243,2023-12-28,171,210.30,224,1526,1,175.14,James Walter
8707,2024-02-29,7902,714.42,225,1030,1,714.42,Mary Lauren
10390,2024-09-03,2530,583.19,226,737,1,583.19,James Martinez
7732,2023-11-20,8640,241.74,227,183,1,236.68,John Anna
12466,2024-08-14,625,724.06,228,773,1,724.06,James Terry
12853,2023-11-17,2753,739.57,229,1173,1,653.71,James Raymond
1046,2024-04-12,6827,871.10,230,149,1,871.10,Mary Douglas
11460,2023-12-28,9681,999.24,231,302,1,999.24,John Peter
13993,2023-11-09,4685,227.35,232,496,1,227.35,Mary Terry
401,2024-08-13,1226,345.94,233,1097,1,345.94,James Christina
6250,2024-08-13,6407,379.01,234,631,1,351.41,Mary Douglas
12533,2024-04-16,4621,279.80,235,797,1,250.58,Mary Smith
14385,2023-11-12,2587,429.52,236,1382,1,347.17,James Wayne
8898,2023-12-09,5054,208.91,237,1022,1,171.03,Mary Wilson
14755,2024-02-06,1386,544.75,238,621,1,544.75,James Virginia
3546,2024-08-01,6629,771.98,239,254,1,771.98,Mary Arthur
14238,2024-06-28,4800,700.24,240,944,1,700.24,Mary Nicole
2076,2024-03-13,9059,458.18,241,1959,1,458.18,John Gregory
13783,2024-06-03,2604,922.57,242,1999,1,922.57,James Wilson
14096,2023-11-26,9420,586.17,243,765,1,580.77,John Nicole
12609,2024-05-01,5858,521.53,244,1678,1,445.57,Mary Alice
1648,2024-02-15,4080,415.32,245,1921,1,415.32,James Martin
3217,2024-11-01,9197,248.61,246,765,1,248.61,John Dennis
3796,2024-07-29,9484,920.86,247,995,1,920.86,John Judith
2878,2024-01-16,9008,510.55,248,125,1,510.55,John Alice
4772,2023-11-09,4345,96.30,249,1007,1,96.30,Mary Jones
2636,2024-09-14,8097,947.89,250,515,1,947.89,Mary Lawrence
3138,2023-12-17,9626,853.41,251,944,1,853.41,John Christina
5540,2024-03-08,4134,596.82,252,1602,1,596.82,Mary Brown
11682,2024-03-22,6878,367.41,253,1979,1,363.31,Mary Moore
196,2024-02-18,3484,950.76,254,1377,1,950.76,James Natalie
13610,2023-12-24,5615,739.91,255,366,1,732.23,Mary Anderson
13368,2024-02-01,549,845.50,256,1588,1,845.50,James Adam
5270,2023-11-17,9530,633.64,257,334,1,626.23,John Martinez
4968,2024-02-16,2784,792.98,258,36,1,792.98,James Natalie
12931,2023-12-10,9385,253.91,259,928,1,253.91,John Jones
11284,2024-08-19,7825,972.40,260,1705,1,966.70,Mary Benjamin
10978,2024-06-22,5917,627.05,261,238,1,591.11,Mary Douglas
6530,2024-09-05,2298,963.12,262,1680,1,963.12,James Madison
3441,2024-08-31,3565,999.09,263,1017,1,999.09,James Terry
2509,2024-09-03,6453,499.08,264,546,1,499.08,Mary Gonzalez
13925,2024-10-11,390,1105.18,265,281,1,976.90,James Nicole
12693,2023-12-09,9907,312.04,266,1183,1,181.88,John Douglas
775,2024-01-27,9243,370.93,267,140,1,350.05,John Williams
11067,2024-10-09,368,379.82,268,1295,1,300.08,James Moore
4023,2024-06-02,4487,739.89,269,420,1,739.89,Mary Miller
2819,2024-05-22,1476,770.54,270,432,1,770.54,James Garcia
12087,2024-03-26,1273,833.01,271,1173,1,833.01,James Gonzalez
4459,2024-11-02,9260,413.03,272,1066,1,413.03,John Martin
7489,2023-11-06,1428,566.34,273,943,1,566.34,James Evelyn
6230,2024-03-01,1193,107.50,274,41,1,107.50,James Williams
10439,2023-12-11,6574,985.22,275,369,1,985.22,Mary Isabella
8875,2024-09-08,6534,765.30,276,1760,1,765.30,Mary Julia
7715,2024-04-19,4591,921.14,277,498,1,921.14,Mary Alexander
408,2023-12-26,5481,251.99,278,279,1,251.99,Mary Peter
7473,2024-07-08,7619,536.77,279,1972,1,535.84,Mary Adam
641,2024-10-13,5270,997.77,280,1424,1,997.77,Mary Martin
550,2023-12-31,376,117.62,281,864,1,117.62,James Grace
13534,2024-01-26,5279,653.17,282,121,1,653.17,Mary Gregory
14375,2024-06-09,8727,344.09,283,321,1,344.09,John Lawrence
6020,2023-12-30,1029,119.67,284,664,1,119.67,James Arthur
4237,2023-11-08,2424,63.74,285,1149,1,63.74,James Dorothy
608,2024-04-13,1021,839.07,286,18,1,816.69,James Alexander
7024,2024-05-19,643,524.90,287,705,1,447.71,James Gonzalez
12907,2023-11-27,4474,906.97,288,1611,1,906.97,Mary Isabella
14560,2024-04-03,6675,35.74,289,90,1,35.74,Mary Scott
12057,2023-11-23,3026,77.34,290,1164,1,77.34,James Thomas
11833,2024-07-09,2878,318.81,291,215,1,279.13,James Davis
9730,2024-04-14,2362,955.23,292,1642,1,955.23,James Diana
2682,2024-02-25,8540,426.18,293,1420,1,426.18,John Cynthia
5937,2024-06-18,2550,936.91,294,1073,1,815.51,James Anna
12421,2023-12-31,6578,250.28,295,129,1,244.80,Mary Amy
648,2024-04-12,7533,771.42,296,984,1,771.42,Mary Samuel
13064,2023-11-20,3970,902.04,297,861,1,840.39,James Ruth
5466,2024-06-08,3161,491.31,298,6,1,491.31,James Hernandez
9030,2023-11-23,6564,757.68,299,563,1,757.68,Mary Natalie
14582,2023-11-06,8414,983.83,300,1916,1,983.83,John Wilson
9878,2024-04-26,4084,472.49,301,114,1,340.01,James Julia
7219,2024-05-09,4522,818.55,302,92,1,815.06,Mary Megan
14060,2024-10-22,2822,91.57,303,722,1,91.57,James Victoria
2245,2024-08-03,6132,944.53,304,98,1,944.53,Mary Megan
2858,2024-06-18,2489,293.67,305,462,1,293.67,James Harold
11046,2024-06-17,7630,841.68,306,1215,1,841.68,Mary Cynthia
4476,2023-11-25,9100,773.46,307,1941,1,768.21,John Cynthia
11787,2024-10-27,4661,489.94,308,1027,1,489.94,Mary Alexander
8100,2024-03-06,7862,669.31,309,704,1,669.31,Mary Victoria
4957,2024-07-08,5013,276.72,310,1593,1,276.72,Mary Samuel
2533,2024-03-10,947,790.14,311,1149,1,790.14,James Douglas
2422,2024-02-23,10,200.54,312,894,1,194.71,James Martinez
1727,2024-03-23,4886,629.47,313,1268,1,629.47,Mary Virginia
13492,2024-01-19,2785,652.59,314,858,1,652.59,James Benjamin
7752,2024-04-13,2235,944.71,315,1773,1,944.71,James Terry
9990,2024-08-12,5066,899.19,316,1245,1,899.19,Mary Grace
11241,2024-07-10,6645,966.61,317,1390,1,966.61,Mary Terry
6967,2024-08-12,8758,358.25,318,659,1,273.74,John Davis
12372,2024-08-11,4530,492.04,319,1491,1,492.04,Mary Ruth
4522,2024-01-30,3280,119.04,320,1176,1,119.04,James Abigail
4789,2024-01-12,8477,448.96,321,1758,1,448.96,John Miller
12321,2024-07-28,8713,757.49,322,981,1,727.99,John Patrick
491,2024-01-27,7898,82.97,323,1700,1,82.97,Mary Madison
3175,2024-09-16,523,799.55,324,1796,1,777.89,James Patrick
9088,2024-06-22,5476,393.27,325,839,1,393.27,Mary Thomas
9099,2023-11-21,9364,304.19,326,112,1,304.19,John Natalie
10917,2024-06-05,1370,741.05,327,1872,1,741.05,James Nicole
7372,2024-01-15,7428,258.79,328,55,1,232.61,Mary Davis
976,2024-05-05,2411,984.66,329,185,1,979.25,James Walter
2232,2024-02-07,4214,454.32,330,438,1,454.32,Mary Wilson
10234,2024-01-24,4583,553.35,331,578,1,553.35,Mary Patrick
12045,2024-01-25,4079,549.43,332,1205,1,549.43,James Jackson
8177,2024-03-07,8327,560.13,333,996,1,560.13,John Wayne
1891,2024-06-10,2296,193.49,334,355,1,193.49,James Virginia
6448,2024-01-10,835,144.68,335,916,1,144.68,James Terry
9886,2024-09-02,7649,851.27,336,314,1,822.73,Mary Jackson
14622,2023-12-31,3924,871.98,337,250,1,786.06,James Brown
9173,2023-12-12,5570,934.57,338,1850,1,934.57,Mary Nicole
6536,2024-10-17,914,138.28,339,375,1,138.28,James Brown
1992,2024-01-28,4431,436.81,340,1796,1,436.81,Mary Peter
14775,2024-11-01,953,31.97,341,1092,1,31.97,James Samuel
9243,2024-02-01,5248,623.36,342,901,1,623.36,Mary Amy
14441,2024-07-29,1090,445.54,343,357,1,445.54,James Nicole
9139,2023-11-14,7418,973.56,344,1334,1,973.56,Mary Amy
10215,2023-12-23,6991,175.75,345,343,1,105.67,Mary Gerald
3970,2024-10-10,8810,92.58,346,1368,1,92.58,John Abigail
12118,2024-10-05,1903,398.86,347,1396,1,398.86,James Gonzalez
3086,2024-01-11,2497,662.95,348,1823,1,625.75,James Lawrence
9807,2024-05-02,6385,295.21,349,1358,1,295.21,Mary Anderson
640,2024-01-20,9499,714.30,350,146,1,707.39,John Arthur
4299,2024-10-03,2236,32.82,351,1472,1,32.82,James Jane
14091,2024-02-07,7653,950.73,352,758,1,950.73,Mary Raymond
12375,2024-05-01,4952,802.06,353,392,1,718.09,Mary Diana
235,2024-04-25,8757,67.76,354,1559,1,67.76,John Miller
10757,2024-09-04,4236,956.71,355,1135,1,956.71,Mary Christina
8937,2024-01-19,2430,725.26,356,1211,1,646.00,James Ruth
2053,2024-08-25,7373,190.33,357,1254,1,190.33,Mary Raymond
12679,2023-12-19,3879,435.27,358,130,1,435.27,James Gregory
8027,2024-09-30,1073,95.40,359,1532,1,95.40,James Raymond
12059,2023-11-12,4751,494.64,360,1523,1,494.64,Mary Gerald
6231,2024-02-15,8202,1014.57,361,1687,1,983.63,Mary Lopez
9454,2024-02-29,3027,272.44,362,904,1,272.44,James Taylor
7171,2024-05-15,9460,803.55,363,1026,1,770.63,John Martinez
12622,2024-06-24,8741,302.67,364,1000,1,298.57,John Gerald
10745,2024-03-29,8848,829.15,365,6,1,829.15,John Evelyn
12212,2024-05-05,7302,996.07,366,1261,1,996.07,Mary Victoria
1701,2024-10-17,168,363.61,367,919,1,363.61,James Evelyn
5448,2024-04-21,721,536.94,368,1915,1,510.72,James Peter
11402,2024-03-16,1418,298.66,369,1490,1,298.66,James Moore
9780,2023-12-21,4287,402.10,370,1464,1,402.10,Mary Taylor
5966,2024-05-20,8432,632.92,371,615,1,563.56,John Rose
1465,2024-07-05,374,258.54,372,754,1,258.54,James Julia
13764,2024-07-27,5866,610.75,373,1309,1,610.75,Mary Virginia
4113,2024-07-12,8162,680.04,374,928,1,680.04,Mary Megan
1076,2024-09-18,3163,34.83,375,321,1,27.73,James Gonzalez
13704,2024-03-03,8096,292.30,376,1896,1,292.30,Mary Sophia
12259,2023-11-13,3023,645.51,377,1653,1,605.67,James Gonzalez
13488,2024-10-28,7286,866.95,378,516,1,866.95,Mary Garcia
14888,2024-03-16,6846,400.03,379,1174,1,393.48,Mary Virginia
10280,2024-04-19,6564,562.70,380,730,1,562.70,Mary Natalie
3504,2024-09-24,9695,419.55,381,1793,1,419.55,John Henry
14893,2024-09-26,2086,779.18,382,286,1,779.18,James Virginia
3247,2024-01-10,2785,404.19,383,774,1,381.47,James Benjamin
7648,2024-02-19,9561,505.65,384,405,1,501.24,John Alexander
13974,2023-12-19,9078,406.30,385,1150,1,406.30,John Alice
10848,2024-02-14,793,74.79,386,1994,1,74.79,James Raymond
3480,2024-04-25,4106,281.02,387,98,1,281.02,James Sophia
11778,2024-09-27,8319,997.92,388,1857,1,997.92,John Adam
9988,2024-08-27,8169,426.89,389,828,1,354.83,Mary Arthur
13767,2024-05-15,4978,451.07,390,909,1,451.07,Mary Davis
3168,2024-06-22,5977,434.33,391,136,1,434.33,Mary Dennis
8301,2024-07-26,7956,83.19,392,907,1,83.19,Mary Sophia
5513,2024-04-09,3110,699.59,393,1253,1,625.82,James Anna
9783,2024-07-06,591,685.72,394,1219,1,685.72,James Walter
6077,2024-04-15,6838,29.60,395,1957,1,29.60,Mary Alice
3667,2024-08-18,4780,921.81,396,1928,1,921.81,Mary Martin
5238,2024-07-14,1862,706.81,397,987,1,641.92,James Megan
1127,2024-05-10,4910,135.27,398,1655,1,135.27,Mary Martinez
14292,2024-08-31,7294,634.41,399,427,1,612.27,Mary Wilson
10081,2024-07-09,8912,715.86,400,823,1,689.14,John Victoria
1409,2023-12-22,4419,216.13,401,22,1,136.45,Mary Rodriguez
991,2024-06-08,9814,920.62,402,318,1,797.10,John Wilson
8800,2023-11-06,658,664.96,403,1240,1,592.66,James Evelyn
4112,2024-06-18,6255,306.44,404,48,1,306.44,Mary Scott
5054,2024-11-01,398,716.48,405,1068,1,690.28,James Alice
7141,2024-07-30,2116,612.11,406,520,1,483.87,James Thomas
6240,2024-04-11,7507,204.15,407,458,1,204.15,Mary Taylor
73,2024-08-29,4202,892.69,408,499,1,892.69,Mary Johnson
7019,2024-01-21,2945,66.63,409,1353,1,66.63,James Jones
39,2024-06-24,2981,752.72,410,1171,1,665.12,James Alexander
